name,state,latitude,longitude,population,timezone,search_name
Kannivādi,Tamil Nadu,10.37941,77.83026,10369,Asia/Kolkata,kannivādi tamil nadu
Amānpur,Uttar Pradesh,27.71222,78.73788,10362,Asia/Kolkata,amānpur uttar pradesh
Acharapākkam,Tamil Nadu,12.40279,79.81699,10362,Asia/Kolkata,acharapākkam tamil nadu
Lohiān,Punjab,31.16185,75.2097,10362,Asia/Kolkata,lohiān punjab
Lilia,Goa,21.53678,71.36362,10359,Asia/Kolkata,lilia goa
Bharwelī,Madhya Pradesh,21.83732,80.22706,10357,Asia/Kolkata,bharwelī madhya pradesh
Kusavampatti,Tamil Nadu,11.21918,78.18077,10356,Asia/Kolkata,kusavampatti tamil nadu
Devsar,Goa,20.78507,72.98398,10346,Asia/Kolkata,devsar goa
Basna,Unknown,21.27885,82.8267,10345,Asia/Kolkata,basna unknown
Brāhmani,Maharashtra,21.24767,78.90647,10341,Asia/Kolkata,brāhmani maharashtra
Nyāmti,Karnataka,14.14869,75.57641,10338,Asia/Kolkata,nyāmti karnataka
Kanjhawāla,Delhi,28.73675,77.00516,10331,Asia/Kolkata,kanjhawāla delhi
Niwāri,Uttar Pradesh,28.87611,77.5382,10330,Asia/Kolkata,niwāri uttar pradesh
Muragācha,West Bengal,23.53631,88.39425,10324,Asia/Kolkata,muragācha west bengal
Morongial,Arunachal Pradesh,26.33264,92.68352,10318,Asia/Kolkata,morongial arunachal pradesh
Itāmāti,Odisha,20.13777,85.15243,10317,Asia/Kolkata,itāmāti odisha
Barauni,Madhya Pradesh,25.68514,78.37537,10309,Asia/Kolkata,barauni madhya pradesh
Prothrapur,Andaman and Nicobar Islands,11.61797,92.72442,10308,Asia/Kolkata,prothrapur andaman and nicobar islands
Chapakhowa Town,Arunachal Pradesh,27.91525,95.76641,10305,Asia/Kolkata,chapakhowa town arunachal pradesh
Kondichettippatti,Tamil Nadu,11.2007,78.16343,10300,Asia/Kolkata,kondichettippatti tamil nadu
Mādhoganj,Uttar Pradesh,27.11807,80.14058,10299,Asia/Kolkata,mādhoganj uttar pradesh
Vayilathūr,Kerala,10.63921,76.01574,10298,Asia/Kolkata,vayilathūr kerala
Agrahāra Sāmakkulam,Tamil Nadu,11.15279,77.01104,10289,Asia/Kolkata,agrahāra sāmakkulam tamil nadu
Pullambādi,Tamil Nadu,10.9411,78.91041,10288,Asia/Kolkata,pullambādi tamil nadu
Sankaramanallur,Tamil Nadu,10.48113,77.36213,10283,Asia/Kolkata,sankaramanallur tamil nadu
Baikunthpur,Madhya Pradesh,24.72768,81.40975,10282,Asia/Kolkata,baikunthpur madhya pradesh
Ilanji,Tamil Nadu,8.96045,77.28002,10282,Asia/Kolkata,ilanji tamil nadu
Sultānpur,Madhya Pradesh,23.13812,77.93404,10268,Asia/Kolkata,sultānpur madhya pradesh
Bamhnī,Madhya Pradesh,22.48221,80.37157,10266,Asia/Kolkata,bamhnī madhya pradesh
Muttukavundanpudūr,Tamil Nadu,11.0498,77.11515,10259,Asia/Kolkata,muttukavundanpudūr tamil nadu
Kamalnagar,Karnataka,18.23102,77.17914,10252,Asia/Kolkata,kamalnagar karnataka
Orathanadu,Tamil Nadu,10.62324,79.25494,10247,Asia/Kolkata,orathanadu tamil nadu
Islāmpur,Rajasthan,28.15014,75.53987,10247,Asia/Kolkata,islāmpur rajasthan
Diphupar 'A',Nagaland,25.8578,93.76905,10246,Asia/Kolkata,diphupar 'a' nagaland
Bahua,Uttar Pradesh,25.83942,80.62255,10243,Asia/Kolkata,bahua uttar pradesh
Virpur,Goa,23.1892,73.47987,10238,Asia/Kolkata,virpur goa
Dimaruguri,Arunachal Pradesh,26.34515,92.71487,10235,Asia/Kolkata,dimaruguri arunachal pradesh
Nārāyangarh,Madhya Pradesh,24.27083,75.05007,10233,Asia/Kolkata,nārāyangarh madhya pradesh
São José de Areal,Goa,15.25465,74.01464,10229,Asia/Kolkata,são josé de areal goa
Kōteshwar,Karnataka,13.58936,74.69618,10229,Asia/Kolkata,kōteshwar karnataka
Chichli,Madhya Pradesh,22.83363,78.82611,10225,Asia/Kolkata,chichli madhya pradesh
Lassodyāmeri,Madhya Pradesh,22.7832,75.91256,10225,Asia/Kolkata,lassodyāmeri madhya pradesh
Māndu,Unknown,23.79459,85.46872,10223,Asia/Kolkata,māndu unknown
Erumāpālaiyam,Tamil Nadu,11.63242,78.16951,10220,Asia/Kolkata,erumāpālaiyam tamil nadu
Lāhauran Bara,Punjab,30.39672,76.15617,10218,Asia/Kolkata,lāhauran bara punjab
Buxwaha,Madhya Pradesh,24.25106,79.28618,10216,Asia/Kolkata,buxwaha madhya pradesh
Chhatral INA,Goa,23.28687,72.43798,10215,Asia/Kolkata,chhatral ina goa
Khaira Bari,Arunachal Pradesh,26.51081,90.96887,10210,Asia/Kolkata,khaira bari arunachal pradesh
Tori-Fatehpur,Uttar Pradesh,25.45505,79.11428,10210,Asia/Kolkata,tori-fatehpur uttar pradesh
Abbaspur,Jammu and Kashmir,33.8174,73.97568,10208,Asia/Karachi,abbaspur jammu and kashmir
Kīrippatti,Tamil Nadu,11.53573,78.48967,10208,Asia/Kolkata,kīrippatti tamil nadu
Shekhpura,Bihar,26.14387,85.39071,10204,Asia/Kolkata,shekhpura bihar
Rāmanapeta,Telangana,17.28941,79.09417,10202,Asia/Kolkata,rāmanapeta telangana
Pākhanjur,Unknown,20.03254,80.62109,10201,Asia/Kolkata,pākhanjur unknown
Chittanūr,Tamil Nadu,11.67238,78.08814,10199,Asia/Kolkata,chittanūr tamil nadu
Kharod,Unknown,21.7442,82.5788,10193,Asia/Kolkata,kharod unknown
Sikkarayapuram,Tamil Nadu,13.01766,80.1027,10187,Asia/Kolkata,sikkarayapuram tamil nadu
Khonsa,Arunachal Pradesh,27.01667,95.56667,10187,Asia/Kolkata,khonsa arunachal pradesh
Kumbalgod,Karnataka,12.87915,77.44645,10178,Asia/Kolkata,kumbalgod karnataka
Tankāra,Goa,22.65622,70.74945,10175,Asia/Kolkata,tankāra goa
Begowāl,Punjab,31.61152,75.52135,10175,Asia/Kolkata,begowāl punjab
Nanakwada,Goa,20.60287,72.92203,10172,Asia/Kolkata,nanakwada goa
Saidabad,Delhi,28.52783,77.28986,10168,Asia/Kolkata,saidabad delhi
Sogām,Jammu and Kashmir,34.50137,74.38228,10166,Asia/Kolkata,sogām jammu and kashmir
Ahīrkheri,Madhya Pradesh,22.68,75.80482,10165,Asia/Kolkata,ahīrkheri madhya pradesh
Ghagga,Punjab,30.01975,76.10408,10162,Asia/Kolkata,ghagga punjab
Chhapra,Goa,20.92526,72.92886,10147,Asia/Kolkata,chhapra goa
Chiranellūr,Kerala,10.63231,76.14052,10145,Asia/Kolkata,chiranellūr kerala
Bokākhāt,Arunachal Pradesh,26.64018,93.60052,10143,Asia/Kolkata,bokākhāt arunachal pradesh
Kāb,Bihar,25.38921,84.78945,10141,Asia/Kolkata,kāb bihar
Kalombe,Maharashtra,16.6633,74.21157,10138,Asia/Kolkata,kalombe maharashtra
Khamānon Kalān,Punjab,30.81725,76.35478,10135,Asia/Kolkata,khamānon kalān punjab
Pātan,Unknown,21.03333,81.53333,10133,Asia/Kolkata,pātan unknown
Ūttukkuli,Tamil Nadu,11.16892,77.45431,10130,Asia/Kolkata,ūttukkuli tamil nadu
Sirpur,Telangana,19.47953,79.57558,10116,Asia/Kolkata,sirpur telangana
Palsud,Madhya Pradesh,21.8262,74.96908,10113,Asia/Kolkata,palsud madhya pradesh
Mirik,West Bengal,26.88817,88.19007,10109,Asia/Kolkata,mirik west bengal
Baliapur,Unknown,23.72249,86.52595,10097,Asia/Kolkata,baliapur unknown
Valaiyāmpattu,Tamil Nadu,12.69268,78.63474,10076,Asia/Kolkata,valaiyāmpattu tamil nadu
Kamalabaria N.C.,Arunachal Pradesh,26.7685,94.19297,10071,Asia/Kolkata,kamalabaria n.c. arunachal pradesh
Mayilādi,Tamil Nadu,8.15502,77.50563,10070,Asia/Kolkata,mayilādi tamil nadu
Omkareshwar,Madhya Pradesh,22.24245,76.15044,10063,Asia/Kolkata,omkareshwar madhya pradesh
Kalavai,Tamil Nadu,12.77029,79.41999,10057,Asia/Kolkata,kalavai tamil nadu
Udpura,Rajasthan,24.73355,75.97514,10051,Asia/Kolkata,udpura rajasthan
Bastar,Unknown,19.20306,81.92959,10048,Asia/Kolkata,bastar unknown
Ālwārkurichchi,Tamil Nadu,8.7838,77.39524,10045,Asia/Kolkata,ālwārkurichchi tamil nadu
Jahāngīrpur,Uttar Pradesh,28.17919,77.70501,10042,Asia/Kolkata,jahāngīrpur uttar pradesh
Gavaravaram,Andhra Pradesh,16.71632,81.08308,10029,Asia/Kolkata,gavaravaram andhra pradesh
Jagnair,Uttar Pradesh,26.8636,77.60231,10023,Asia/Kolkata,jagnair uttar pradesh
Deodora,Madhya Pradesh,22.61487,80.36165,10008,Asia/Kolkata,deodora madhya pradesh
Rāja Ranapur,Odisha,20.06168,85.34364,10001,Asia/Kolkata,rāja ranapur odisha
vadlamuru,Andhra Pradesh,17.09545,82.16565,10000,Asia/Kolkata,vadlamuru andhra pradesh
Daulatābād,Maharashtra,19.93611,75.22148,10000,Asia/Kolkata,daulatābād maharashtra
Yamuna Vihar,Delhi,28.69876,77.27371,10000,Asia/Kolkata,yamuna vihar delhi
Arambol,Goa,15.68681,73.70449,10000,Asia/Kolkata,arambol goa
Mākhjan,Maharashtra,17.2698,73.50031,10000,Asia/Kolkata,mākhjan maharashtra
Hampi,Karnataka,15.3352,76.4603,10000,Asia/Kolkata,hampi karnataka
Rāmamangalam,Kerala,9.93333,76.5,9999,Asia/Kolkata,rāmamangalam kerala
Kargahiā Purab,Bihar,26.78871,84.52983,9995,Asia/Kolkata,kargahiā purab bihar
Gajsinghpur,Rajasthan,29.65956,73.44034,9995,Asia/Kolkata,gajsinghpur rajasthan
Lodhīkheda,Madhya Pradesh,21.58235,78.85911,9994,Asia/Kolkata,lodhīkheda madhya pradesh
Tirumakūdal Narsipur,Karnataka,12.21207,76.9018,9980,Asia/Kolkata,tirumakūdal narsipur karnataka
Bhākli,Gujarat,28.41654,76.47543,9970,Asia/Kolkata,bhākli gujarat
Ganj Murādābād,Uttar Pradesh,26.95733,80.184,9970,Asia/Kolkata,ganj murādābād uttar pradesh
Dhamda,Unknown,21.45,81.31667,9961,Asia/Kolkata,dhamda unknown
Olagadam,Tamil Nadu,11.56558,77.64284,9958,Asia/Kolkata,olagadam tamil nadu
Nāgojanahalli,Tamil Nadu,12.35704,78.28858,9953,Asia/Kolkata,nāgojanahalli tamil nadu
Antri,Madhya Pradesh,26.05804,78.21027,9949,Asia/Kolkata,antri madhya pradesh
Sarupathar,Arunachal Pradesh,26.19264,93.86413,9931,Asia/Kolkata,sarupathar arunachal pradesh
Allipura,Karnataka,13.48848,77.45859,9930,Asia/Kolkata,allipura karnataka
Kansbahal,Odisha,22.21644,84.66348,9923,Asia/Kolkata,kansbahal odisha
Chāndbāli,Odisha,20.77519,86.74139,9918,Asia/Kolkata,chāndbāli odisha
Kozhukkully,Kerala,10.52091,76.27804,9918,Asia/Kolkata,kozhukkully kerala
Bidadi,Karnataka,12.7993,77.38655,9917,Asia/Kolkata,bidadi karnataka
Kahi Kuchi,Arunachal Pradesh,26.10122,91.59902,9917,Asia/Kolkata,kahi kuchi arunachal pradesh
Puthukkadai,Tamil Nadu,8.27585,77.17932,9909,Asia/Kolkata,puthukkadai tamil nadu
Modakkurichchi,Tamil Nadu,11.23292,77.77936,9907,Asia/Kolkata,modakkurichchi tamil nadu
Tangdhār,Jammu and Kashmir,34.3979,73.85984,9904,Asia/Kolkata,tangdhār jammu and kashmir
Kottapalli,Telangana,18.49543,79.0943,9899,Asia/Kolkata,kottapalli telangana
Barkuhi,Madhya Pradesh,22.19011,78.70472,9895,Asia/Kolkata,barkuhi madhya pradesh
Chīma,Punjab,30.6854,76.08643,9894,Asia/Kolkata,chīma punjab
Ambāgarh Chauki,Unknown,20.77644,80.74608,9889,Asia/Kolkata,ambāgarh chauki unknown
Bora,Madhya Pradesh,23.65851,76.81116,9886,Asia/Kolkata,bora madhya pradesh
Jasrāna,Uttar Pradesh,27.23587,78.65244,9883,Asia/Kolkata,jasrāna uttar pradesh
Kurthaur,Bihar,25.56205,85.12165,9880,Asia/Kolkata,kurthaur bihar
Qāzigund,Jammu and Kashmir,33.63828,75.14261,9871,Asia/Kolkata,qāzigund jammu and kashmir
Āvadattūr,Tamil Nadu,11.70135,77.86382,9869,Asia/Kolkata,āvadattūr tamil nadu
Nagrām,Uttar Pradesh,26.61872,81.14043,9858,Asia/Kolkata,nagrām uttar pradesh
Kishni,Uttar Pradesh,27.02487,79.262,9852,Asia/Kolkata,kishni uttar pradesh
Khreuh,Jammu and Kashmir,34.01886,74.99914,9851,Asia/Kolkata,khreuh jammu and kashmir
Achchippatti,Tamil Nadu,10.69979,77.01248,9849,Asia/Kolkata,achchippatti tamil nadu
Bhuragaon Rev. Town,Arunachal Pradesh,26.40378,92.23902,9845,Asia/Kolkata,bhuragaon rev. town arunachal pradesh
Chikhli Kalān,Madhya Pradesh,22.2152,78.74304,9840,Asia/Kolkata,chikhli kalān madhya pradesh
Khamaria,Madhya Pradesh,23.21287,80.03134,9839,Asia/Kolkata,khamaria madhya pradesh
Shāhjahānpur,Rajasthan,27.99736,76.44914,9837,Asia/Kolkata,shāhjahānpur rajasthan
Begampur,West Bengal,22.7307,88.25764,9831,Asia/Kolkata,begampur west bengal
Attanūr,Tamil Nadu,11.50061,78.13557,9827,Asia/Kolkata,attanūr tamil nadu
Anthicad,Kerala,10.45838,76.12148,9826,Asia/Kolkata,anthicad kerala
Elivāla,Karnataka,12.35776,76.54072,9826,Asia/Kolkata,elivāla karnataka
Barsāna,Uttar Pradesh,27.64802,77.3764,9815,Asia/Kolkata,barsāna uttar pradesh
Bakāni,Rajasthan,24.28624,76.23709,9812,Asia/Kolkata,bakāni rajasthan
Dhanegaon,Maharashtra,19.12726,77.33705,9809,Asia/Kolkata,dhanegaon maharashtra
Golaghatia Basti,Arunachal Pradesh,25.9925,92.86396,9809,Asia/Kolkata,golaghatia basti arunachal pradesh
Nūrpur,Haryana,32.3015,75.88481,9807,Asia/Kolkata,nūrpur haryana
Alūr,Kerala,10.60296,76.09611,9807,Asia/Kolkata,alūr kerala
Jhundpura,Madhya Pradesh,26.3473,77.50098,9803,Asia/Kolkata,jhundpura madhya pradesh
Devikāpuram,Tamil Nadu,12.49807,79.25308,9800,Asia/Kolkata,devikāpuram tamil nadu
Borigumma,Unknown,19.04681,82.55318,9785,Asia/Kolkata,borigumma unknown
Khera Khurd,Delhi,28.77555,77.09967,9777,Asia/Kolkata,khera khurd delhi
Muddanūru,Andhra Pradesh,14.68718,78.39309,9775,Asia/Kolkata,muddanūru andhra pradesh
Namli,Madhya Pradesh,23.46115,75.06036,9774,Asia/Kolkata,namli madhya pradesh
Gāndhī Nagar,Tamil Nadu,13.00639,80.25417,9773,Asia/Kolkata,gāndhī nagar tamil nadu
Wājegaon,Maharashtra,19.14389,77.34572,9772,Asia/Kolkata,wājegaon maharashtra
Patha Deōsar,Jammu and Kashmir,33.63401,75.07186,9765,Asia/Kolkata,patha deōsar jammu and kashmir
Halwāra,Punjab,30.7251,75.64252,9761,Asia/Kolkata,halwāra punjab
Berhait,Unknown,24.88997,87.60728,9753,Asia/Kolkata,berhait unknown
Fingeshwar,Unknown,20.96898,82.04039,9752,Asia/Kolkata,fingeshwar unknown
Isri,Unknown,23.98733,86.02925,9749,Asia/Kolkata,isri unknown
Mankāpur,Uttar Pradesh,27.05189,82.22961,9746,Asia/Kolkata,mankāpur uttar pradesh
Ghoradongri,Madhya Pradesh,22.12426,77.99967,9745,Asia/Kolkata,ghoradongri madhya pradesh
Shōlūr,Tamil Nadu,11.48515,76.65557,9745,Asia/Kolkata,shōlūr tamil nadu
Thanniyam,Kerala,10.41667,76.13333,9743,Asia/Kolkata,thanniyam kerala
Puduvāyal,Tamil Nadu,13.33015,80.14577,9742,Asia/Kolkata,puduvāyal tamil nadu
Bandbahāl,Odisha,21.74941,83.87757,9735,Asia/Kolkata,bandbahāl odisha
Chiloda,Goa,23.10266,72.66164,9735,Asia/Kolkata,chiloda goa
Kakosi,Goa,24.00396,72.30311,9734,Asia/Kolkata,kakosi goa
Periyapattinam,Tamil Nadu,9.27263,78.90232,9730,Asia/Kolkata,periyapattinam tamil nadu
Kiri Buru,Odisha,22.08333,85.35,9719,Asia/Kolkata,kiri buru odisha
Agastīswaram,Tamil Nadu,8.09964,77.52153,9717,Asia/Kolkata,agastīswaram tamil nadu
Charāma,Unknown,20.49318,81.36747,9707,Asia/Kolkata,charāma unknown
Seorīnārāyan,Unknown,21.72055,82.59344,9707,Asia/Kolkata,seorīnārāyan unknown
Haringhāta,West Bengal,22.96474,88.57451,9705,Asia/Kolkata,haringhāta west bengal
Bajpe,Karnataka,12.98029,74.88318,9701,Asia/Kolkata,bajpe karnataka
Mohpada,Maharashtra,18.89952,73.1822,9694,Asia/Kolkata,mohpada maharashtra
Deohra,Madhya Pradesh,23.14272,81.59611,9686,Asia/Kolkata,deohra madhya pradesh
Jaitwāri,Madhya Pradesh,24.72368,80.86132,9685,Asia/Kolkata,jaitwāri madhya pradesh
Patti,Uttar Pradesh,25.9215,82.20048,9685,Asia/Kolkata,patti uttar pradesh
Kolāyat,Rajasthan,27.83815,72.95975,9684,Asia/Kolkata,kolāyat rajasthan
Kasinagar,Odisha,18.85704,83.88088,9684,Asia/Kolkata,kasinagar odisha
Kondamallapally,Telangana,16.71782,79.00204,9683,Asia/Kolkata,kondamallapally telangana
Devāpur,Telangana,19.04426,79.34989,9683,Asia/Kolkata,devāpur telangana
Mhasla,Maharashtra,18.1334,73.11162,9679,Asia/Kolkata,mhasla maharashtra
Mudgere,Karnataka,13.13353,75.6416,9677,Asia/Kolkata,mudgere karnataka
Norīa,Jammu and Kashmir,32.52095,74.79845,9662,Asia/Kolkata,norīa jammu and kashmir
Tarlapalli,Telangana,18.83448,79.49068,9656,Asia/Kolkata,tarlapalli telangana
Keolāri,Madhya Pradesh,22.36974,79.90603,9654,Asia/Kolkata,keolāri madhya pradesh
Pipalrawān,Madhya Pradesh,23.16252,76.47044,9652,Asia/Kolkata,pipalrawān madhya pradesh
Masinigudi,Tamil Nadu,11.56831,76.64087,9642,Asia/Kolkata,masinigudi tamil nadu
Visrampuree,Unknown,20.07912,81.77195,9641,Asia/Kolkata,visrampuree unknown
Bhalukdubi,Arunachal Pradesh,26.15746,90.61313,9636,Asia/Kolkata,bhalukdubi arunachal pradesh
Anjuna,Goa,15.58005,73.74487,9636,Asia/Kolkata,anjuna goa
Alagappapuram,Tamil Nadu,8.14678,77.54131,9626,Asia/Kolkata,alagappapuram tamil nadu
Tiruvennanallūr,Tamil Nadu,11.85892,79.36645,9623,Asia/Kolkata,tiruvennanallūr tamil nadu
Debīpur,West Bengal,24.25029,88.61824,9613,Asia/Kolkata,debīpur west bengal
Bajwa,Goa,22.36813,73.14062,9611,Asia/Kolkata,bajwa goa
Kolappalūr,Tamil Nadu,11.37914,77.42927,9607,Asia/Kolkata,kolappalūr tamil nadu
Kaniyambādi,Tamil Nadu,12.81181,79.13403,9597,Asia/Kolkata,kaniyambādi tamil nadu
Mettuppālaiyam,Tamil Nadu,11.16806,78.44944,9587,Asia/Kolkata,mettuppālaiyam tamil nadu
Sūlibele,Karnataka,13.1844,77.80141,9587,Asia/Kolkata,sūlibele karnataka
Vatakemuri,Kerala,10.4176,76.15416,9585,Asia/Kolkata,vatakemuri kerala
Enkakād,Kerala,10.65762,76.25592,9584,Asia/Kolkata,enkakād kerala
Arsande,Unknown,23.42965,85.35143,9582,Asia/Kolkata,arsande unknown
Pallattūr,Tamil Nadu,10.14609,78.80309,9580,Asia/Kolkata,pallattūr tamil nadu
Khargupur,Uttar Pradesh,27.37611,81.9882,9576,Asia/Kolkata,khargupur uttar pradesh
Kadaparai,Tamil Nadu,10.99917,78.08231,9574,Asia/Kolkata,kadaparai tamil nadu
Farakhpur,Gujarat,30.13307,77.24297,9569,Asia/Kolkata,farakhpur gujarat
Yairipok,Manipur,24.67792,94.04767,9569,Asia/Kolkata,yairipok manipur
Karīmpur,West Bengal,23.97594,88.61917,9565,Asia/Kolkata,karīmpur west bengal
Panrra,Unknown,23.80024,86.72275,9563,Asia/Kolkata,panrra unknown
Konanūr,Karnataka,12.63016,76.05037,9555,Asia/Kolkata,konanūr karnataka
Kawānt,Goa,22.09282,74.05078,9553,Asia/Kolkata,kawānt goa
Kumbi,Manipur,24.43279,93.81292,9546,Asia/Kolkata,kumbi manipur
Venkatachalapuram,Tamil Nadu,9.37465,77.91006,9540,Asia/Kolkata,venkatachalapuram tamil nadu
Bhilakhedi,Madhya Pradesh,22.59921,77.70351,9540,Asia/Kolkata,bhilakhedi madhya pradesh
Vaittilingapuram,Tamil Nadu,9.47513,77.60977,9538,Asia/Kolkata,vaittilingapuram tamil nadu
Goshāīnganj,Uttar Pradesh,26.76793,81.10752,9537,Asia/Kolkata,goshāīnganj uttar pradesh
Patra,Unknown,24.96955,87.84232,9536,Asia/Kolkata,patra unknown
Kangra,Haryana,32.09135,76.26267,9528,Asia/Kolkata,kangra haryana
Singoli,Madhya Pradesh,24.96667,75.3,9523,Asia/Kolkata,singoli madhya pradesh
Kanakpur Part-II,Arunachal Pradesh,24.80029,92.8036,9519,Asia/Kolkata,kanakpur part-ii arunachal pradesh
Mahāban,Uttar Pradesh,27.43262,77.74338,9514,Asia/Kolkata,mahāban uttar pradesh
Rās,Rajasthan,26.30577,74.19525,9511,Asia/Kolkata,rās rajasthan
Ottappārai,Tamil Nadu,11.1783,77.58119,9493,Asia/Kolkata,ottappārai tamil nadu
Baua Kalan,Unknown,23.81206,86.36466,9489,Asia/Kolkata,baua kalan unknown
Garautha,Uttar Pradesh,25.5719,79.29764,9489,Asia/Kolkata,garautha uttar pradesh
Limbodi,Madhya Pradesh,22.66656,75.88997,9488,Asia/Kolkata,limbodi madhya pradesh
Kawāi,Rajasthan,24.75644,76.73485,9487,Asia/Kolkata,kawāi rajasthan
Dumar Kachhar,Madhya Pradesh,23.16874,82.11128,9480,Asia/Kolkata,dumar kachhar madhya pradesh
Harbatpur,Uttarakhand,30.43863,77.74058,9478,Asia/Kolkata,harbatpur uttarakhand
Eral,Tamil Nadu,8.62584,78.02282,9478,Asia/Kolkata,eral tamil nadu
Pūlāmpatti,Tamil Nadu,11.65733,77.76584,9477,Asia/Kolkata,pūlāmpatti tamil nadu
Māchalpur,Madhya Pradesh,24.12767,76.31672,9476,Asia/Kolkata,māchalpur madhya pradesh
Tapukrāh,Rajasthan,28.11072,76.8327,9471,Asia/Kolkata,tapukrāh rajasthan
Nari,Goa,21.77263,72.07279,9467,Asia/Kolkata,nari goa
Gharghoda,Unknown,22.17427,83.3517,9455,Asia/Kolkata,gharghoda unknown
Nārsingi,Telangana,17.39017,78.35693,9449,Asia/Kolkata,nārsingi telangana
Hirānagar,Jammu and Kashmir,32.45493,75.27187,9446,Asia/Kolkata,hirānagar jammu and kashmir
Gudibanda,Karnataka,13.67099,77.70414,9441,Asia/Kolkata,gudibanda karnataka
Nohan,Punjab,31.03433,76.57099,9439,Asia/Kolkata,nohan punjab
Nūrpur Kalān,Punjab,31.16667,76.48333,9437,Asia/Kolkata,nūrpur kalān punjab
Jiraūn Kasba,Madhya Pradesh,25.12104,78.65597,9426,Asia/Kolkata,jiraūn kasba madhya pradesh
Pennathur,Tamil Nadu,12.84664,79.11083,9425,Asia/Kolkata,pennathur tamil nadu
Kailasagiri,Tamil Nadu,12.83578,78.71219,9421,Asia/Kolkata,kailasagiri tamil nadu
Nagri Kalan,Unknown,23.81639,86.34371,9410,Asia/Kolkata,nagri kalan unknown
Sufipind,Punjab,31.27748,75.63883,9406,Asia/Kolkata,sufipind punjab
Ālappākkam,Tamil Nadu,12.67604,79.99536,9404,Asia/Kolkata,ālappākkam tamil nadu
Īsāpur,Maharashtra,19.8836,79.32595,9398,Asia/Kolkata,īsāpur maharashtra
Walni,Maharashtra,21.32314,79.08716,9393,Asia/Kolkata,walni maharashtra
Pāparhāhāndi,Unknown,19.33333,82.51667,9390,Asia/Kolkata,pāparhāhāndi unknown
Nānda,Maharashtra,19.77222,79.13086,9378,Asia/Kolkata,nānda maharashtra
Eklahare,Maharashtra,19.98013,73.88231,9376,Asia/Kolkata,eklahare maharashtra
Laruāra,Bihar,25.45398,86.12121,9376,Asia/Kolkata,laruāra bihar
Pāpireddippatti,Tamil Nadu,11.91774,78.36865,9369,Asia/Kolkata,pāpireddippatti tamil nadu
Panamarattuppatti,Tamil Nadu,11.56203,78.16489,9368,Asia/Kolkata,panamarattuppatti tamil nadu
Pūkkōd,Kerala,10.62363,76.04262,9366,Asia/Kolkata,pūkkōd kerala
Uri,Jammu and Kashmir,34.086,74.032,9366,Asia/Kolkata,uri jammu and kashmir
Umri,Madhya Pradesh,26.51056,78.93667,9364,Asia/Kolkata,umri madhya pradesh
Santokhgarh,Haryana,31.35205,76.31775,9363,Asia/Kolkata,santokhgarh haryana
Sitapur,Unknown,22.78072,83.49545,9361,Asia/Kolkata,sitapur unknown
Keeramangalam,Tamil Nadu,10.28633,79.09886,9357,Asia/Kolkata,keeramangalam tamil nadu
Nāg,Punjab,31.73012,74.9423,9352,Asia/Kolkata,nāg punjab
Ettimadai,Tamil Nadu,10.89111,76.90873,9352,Asia/Kolkata,ettimadai tamil nadu
Tirukurangudi,Tamil Nadu,8.43646,77.56569,9342,Asia/Kolkata,tirukurangudi tamil nadu
Needamangalam,Tamil Nadu,10.77378,79.41875,9336,Asia/Kolkata,needamangalam tamil nadu
Vegarai,Tamil Nadu,11.09025,77.96791,9330,Asia/Kolkata,vegarai tamil nadu
Jallaram,Telangana,18.72408,79.57097,9329,Asia/Kolkata,jallaram telangana
Pannaipuram,Tamil Nadu,9.86581,77.28357,9323,Asia/Kolkata,pannaipuram tamil nadu
Hajarmachi,Maharashtra,17.31434,74.23114,9317,Asia/Kolkata,hajarmachi maharashtra
Panpuli,Tamil Nadu,9.0214,77.25018,9313,Asia/Kolkata,panpuli tamil nadu
Chottanikkara,Kerala,9.93639,76.38107,9308,Asia/Kolkata,chottanikkara kerala
Sohāna,Punjab,30.68871,76.70659,9306,Asia/Kolkata,sohāna punjab
Joka,West Bengal,22.4531,88.30227,9302,Asia/Kolkata,joka west bengal
Alwa Tirunagari,Tamil Nadu,8.60635,77.93983,9289,Asia/Kolkata,alwa tirunagari tamil nadu
Nuvem,Goa,15.31738,73.93873,9288,Asia/Kolkata,nuvem goa
Mandasa,Andhra Pradesh,18.8683,84.46296,9287,Asia/Kolkata,mandasa andhra pradesh
Konganāpuram,Tamil Nadu,11.57105,77.9004,9286,Asia/Kolkata,konganāpuram tamil nadu
Barāgaon,Madhya Pradesh,24.56818,79.01852,9282,Asia/Kolkata,barāgaon madhya pradesh
Chicholi,Madhya Pradesh,22.0123,77.671,9282,Asia/Kolkata,chicholi madhya pradesh
Belūr,Tamil Nadu,11.70752,78.41437,9281,Asia/Kolkata,belūr tamil nadu
Bāg,Madhya Pradesh,22.35905,74.79052,9274,Asia/Kolkata,bāg madhya pradesh
Dola,Madhya Pradesh,23.2209,82.13317,9273,Asia/Kolkata,dola madhya pradesh
Pahalgam,Jammu and Kashmir,34.01592,75.31899,9264,Asia/Kolkata,pahalgam jammu and kashmir
Dāsiripuram,Tamil Nadu,13.12417,80.03,9251,Asia/Kolkata,dāsiripuram tamil nadu
Boyāpalli,Telangana,16.78078,77.99097,9247,Asia/Kolkata,boyāpalli telangana
Mattan,Jammu and Kashmir,33.76302,75.20898,9246,Asia/Kolkata,mattan jammu and kashmir
